wardpc,wardname,province,district,alt_name,districtpc,provincepc,integrity
150318,18,Matabeleland North,Hwange,,1503,15,Old ward
170117,17,Midlands,Chirumhanzu,,1701,17,Old ward
110433,33,Manicaland,Makoni,,1104,11,Old ward
120812,12,Mashonaland Central,Mbire,,1208,12,New ward
150428,28,Matabeleland North,Lupane,,1504,15,New ward
150718,18,Matabeleland North,Umguza,,1507,15,Old ward
102103,3,Bulawayo,Bulawayo,,1021,10,Old ward
102101,1,Bulawayo,Bulawayo,,1021,10,Old ward
180317,17,Masvingo,Chivi,,1803,18,Old ward
180314,14,Masvingo,Chivi,,1803,18,Old ward
160113,13,Matabeleland South,Beitbridge,,1601,16,Old ward
180616,16,Masvingo,Mwenezi,,1806,18,Old ward
170818,18,Midlands,Zvishavane,,1708,17,Old ward
150301,1,Matabeleland North,Hwange,,1503,15,Old ward
180126,26,Masvingo,Bikita,,1801,18,Old ward
180125,25,Masvingo,Bikita,,1801,18,Old ward
170202,2,Midlands,Gokwe North,,1702,17,Old ward
150104,4,Matabeleland North,Binga,,1501,15,Old ward
150409,9,Matabeleland North,Lupane,,1504,15,Old ward
150405,5,Matabeleland North,Lupane,,1504,15,Old ward
102105,5,Bulawayo,Bulawayo,,1021,10,Old ward
120324,24,Mashonaland Central,Guruve,,1203,12,New ward
140502,2,Mashonaland West,Makonde,,1405,14,Old ward
120316,16,Mashonaland Central,Guruve,,1203,12,Old ward
160520,20,Matabeleland South,Insiza,,1605,16,New ward
160519,19,Matabeleland South,Insiza,,1605,16,New ward
150102,2,Matabeleland North,Binga,,1501,15,Old ward
160604,4,Matabeleland South,Matobo,,1606,16,Old ward
160602,2,Matabeleland South,Matobo,,1606,16,Old ward
102104,4,Bulawayo,Bulawayo,,1021,10,Old ward
170816,16,Midlands,Zvishavane,,1708,17,Old ward
110321,21,Manicaland,Chipinge,,1103,11,Old ward
110320,20,Manicaland,Chipinge,,1103,11,Old ward
110323,23,Manicaland,Chipinge,,1103,11,Old ward
180519,19,Masvingo,Masvingo,,1805,18,Old ward
180512,12,Masvingo,Masvingo,,1805,18,Old ward
180331,31,Masvingo,Chivi,,1803,18,New ward
180522,22,Masvingo,Masvingo,,1805,18,Old ward
160415,15,Matabeleland South,Gwanda,,1604,16,Old ward
160423,23,Matabeleland South,Gwanda,,1604,16,Old ward
180315,15,Masvingo,Chivi,,1803,18,Old ward
180318,18,Masvingo,Chivi,,1803,18,Old ward
150319,19,Matabeleland North,Hwange,,1503,15,New ward
150317,17,Matabeleland North,Hwange,,1503,15,Old ward
150121,21,Matabeleland North,Binga,,1501,15,Old ward
150311,11,Matabeleland North,Hwange,,1503,15,Old ward
170636,36,Midlands,Mberengwa,,1706,17,New ward
170602,2,Midlands,Mberengwa,,1706,17,Old ward
160625,25,Matabeleland South,Matobo,,1606,16,Old ward
160615,15,Matabeleland South,Matobo,,1606,16,Old ward
160709,9,Matabeleland South,Umzingwane,,1607,16,Old ward
160623,23,Matabeleland South,Matobo,,1606,16,Old ward
160622,22,Matabeleland South,Matobo,,1606,16,Old ward
160317,17,Matabeleland South,Mangwe,,1603,16,New ward
170819,19,Midlands,Zvishavane,,1708,17,New ward
170815,15,Midlands,Zvishavane,,1708,17,Old ward
160605,5,Matabeleland South,Matobo,,1606,16,Old ward
170817,17,Midlands,Zvishavane,,1708,17,Old ward
150608,8,Matabeleland North,Tsholotsho,,1506,15,Old ward
150601,1,Matabeleland North,Tsholotsho,,1506,15,Old ward
150607,7,Matabeleland North,Tsholotsho,,1506,15,Old ward
160222,22,Matabeleland South,Bulilima,,1602,16,New ward
160208,8,Matabeleland South,Bulilima,,1602,16,Old ward
150424,24,Matabeleland North,Lupane,,1504,15,Old ward
150408,8,Matabeleland North,Lupane,,1504,15,Old ward
150413,13,Matabeleland North,Lupane,,1504,15,Old ward
150401,1,Matabeleland North,Lupane,,1504,15,Old ward
160720,20,Matabeleland South,Umzingwane,,1607,16,New ward
160515,15,Matabeleland South,Insiza,,1605,16,Old ward
160706,6,Matabeleland South,Umzingwane,,1607,16,Old ward
150610,10,Matabeleland North,Tsholotsho,,1506,15,Old ward
150119,19,Matabeleland North,Binga,,1501,15,Old ward
150316,16,Matabeleland North,Hwange,,1503,15,Old ward
160110,10,Matabeleland South,Beitbridge,,1601,16,Old ward
160112,12,Matabeleland South,Beitbridge,,1601,16,Old ward
160114,14,Matabeleland South,Beitbridge,,1601,16,Old ward
110317,17,Manicaland,Chipinge,,1103,11,Old ward
110316,16,Manicaland,Chipinge,,1103,11,Old ward
180325,25,Masvingo,Chivi,,1803,18,Old ward
150609,9,Matabeleland North,Tsholotsho,,1506,15,Old ward
150603,3,Matabeleland North,Tsholotsho,,1506,15,Old ward
170814,14,Midlands,Zvishavane,,1708,17,Old ward
170634,34,Midlands,Mberengwa,,1706,17,New ward
170630,30,Midlands,Mberengwa,,1706,17,Old ward
170631,31,Midlands,Mberengwa,,1706,17,Old ward
160414,14,Matabeleland South,Gwanda,,1604,16,Old ward
160708,8,Matabeleland South,Umzingwane,,1607,16,Old ward
170601,1,Midlands,Mberengwa,,1706,17,Old ward
160510,10,Matabeleland South,Insiza,,1605,16,Old ward
160310,10,Matabeleland South,Mangwe,,1603,16,Old ward
180224,24,Masvingo,Chiredzi,,1802,18,Old ward
180232,32,Masvingo,Chiredzi,,1802,18,New ward
180521,21,Masvingo,Masvingo,,1805,18,Old ward
180511,11,Masvingo,Masvingo,,1805,18,Old ward
160418,18,Matabeleland South,Gwanda,,1604,16,Old ward
160417,17,Matabeleland South,Gwanda,,1604,16,Old ward
160106,6,Matabeleland South,Beitbridge,,1601,16,Old ward
160107,7,Matabeleland South,Beitbridge,,1601,16,?
160103,3,Matabeleland South,Beitbridge,,1601,16,Old ward
160101,1,Matabeleland South,Beitbridge,,1601,16,Old ward
180328,28,Masvingo,Chivi,,1803,18,Old ward
180717,17,Masvingo,Zaka,,1807,18,Old ward
180724,24,Masvingo,Zaka,,1807,18,Old ward
180723,23,Masvingo,Zaka,,1807,18,Old ward
180102,2,Masvingo,Bikita,,1801,18,Old ward
180721,21,Masvingo,Zaka,,1807,18,Old ward
180613,13,Masvingo,Mwenezi,,1806,18,Old ward
180326,26,Masvingo,Chivi,,1803,18,Old ward
180324,24,Masvingo,Chivi,,1803,18,Old ward
170717,17,Midlands,Shurugwi,,1707,17,Old ward
170415,15,Midlands,Gweru,,1704,17,Old ward
150516,16,Matabeleland North,Nkayi,,1505,15,Old ward
150527,27,Matabeleland North,Nkayi,,1505,15,Old ward
150523,23,Matabeleland North,Nkayi,,1505,15,Old ward
140221,21,Mashonaland West,Hurungwe,,1402,14,New ward
140203,3,Mashonaland West,Hurungwe,,1402,14,Old ward
172304,4,Midlands,Redcliff,,1723,17,Old ward
170503,3,Midlands,Kwekwe,,1705,17,Old ward
170416,16,Midlands,Gweru,,1704,17,Old ward
102102,2,Bulawayo,Bulawayo,,1021,10,Old ward
172308,8,Midlands,Redcliff,,1723,17,Old ward
170302,2,Midlands,Gokwe South,,1703,17,Old ward
170326,26,Midlands,Gokwe South,,1703,17,Old ward
170608,8,Midlands,Mberengwa,,1706,17,Old ward
170616,16,Midlands,Mberengwa,,1706,17,Old ward
170627,27,Midlands,Mberengwa,,1706,17,Old ward
150210,10,Matabeleland North,Bubi,,1502,15,Old ward
150201,1,Matabeleland North,Bubi,,1502,15,Old ward
170305,5,Midlands,Gokwe South,,1703,17,Old ward
170320,20,Midlands,Gokwe South,,1703,17,Old ward
172105,5,Midlands,Gweru Urban,,1721,17,Old ward
172104,4,Midlands,Gweru Urban,,1721,17,Old ward
170101,1,Midlands,Chirumhanzu,,1701,17,Old ward
170701,1,Midlands,Shurugwi,,1707,17,Old ward
170328,28,Midlands,Gokwe South,,1703,17,Old ward
170509,9,Midlands,Kwekwe,,1705,17,Old ward
180725,25,Masvingo,Zaka,,1807,18,Old ward
180720,20,Masvingo,Zaka,,1807,18,Old ward
180523,23,Masvingo,Masvingo,,1805,18,Old ward
180525,25,Masvingo,Masvingo,,1805,18,Old ward
180531,31,Masvingo,Masvingo,,1805,18,New ward
150710,10,Matabeleland North,Umguza,,1507,15,Old ward
150205,5,Matabeleland North,Bubi,,1502,15,Old ward
170716,16,Midlands,Shurugwi,,1707,17,Old ward
170118,18,Midlands,Chirumhanzu,,1701,17,Old ward
170111,11,Midlands,Chirumhanzu,,1701,17,Old ward
150515,15,Matabeleland North,Nkayi,,1505,15,Old ward
170418,18,Midlands,Gweru,,1704,17,New ward
170330,30,Midlands,Gokwe South,,1703,17,Old ward
150220,20,Matabeleland North,Bubi,,1502,15,New ward
170504,4,Midlands,Kwekwe,,1705,17,Old ward
170531,31,Midlands,Kwekwe,,1705,17,New ward
142715,15,Mashonaland West,Mhondoro-Ngezi,,1427,14,New ward
160521,21,Matabeleland South,Insiza,,1605,16,New ward
170417,17,Midlands,Gweru,,1704,17,New ward
180728,28,Masvingo,Zaka,,1807,18,Old ward
180524,24,Masvingo,Masvingo,,1805,18,Old ward
180730,30,Masvingo,Zaka,,1807,18,?
180220,20,Masvingo,Chiredzi,,1802,18,Old ward
170508,8,Midlands,Kwekwe,,1705,17,Old ward
170325,25,Midlands,Gokwe South,,1703,17,Old ward
170327,27,Midlands,Gokwe South,,1703,17,Old ward
142710,10,Mashonaland West,Mhondoro-Ngezi,,1427,14,Old ward
142712,12,Mashonaland West,Mhondoro-Ngezi,,1427,14,Old ward
150507,7,Matabeleland North,Nkayi,,1505,15,Old ward
150526,26,Matabeleland North,Nkayi,,1505,15,New ward
150209,9,Matabeleland North,Bubi,,1502,15,Old ward
150208,8,Matabeleland North,Bubi,,1502,15,Old ward
150219,19,Matabeleland North,Bubi,,1502,15,Old ward
170401,1,Midlands,Gweru,,1704,17,Old ward
170419,19,Midlands,Gweru,,1704,17,New ward
180403,3,Masvingo,Gutu,,1804,18,Old ward
180409,9,Masvingo,Gutu,,1804,18,Old ward
130622,22,Mashonaland East,Murehwa,,1306,13,Old ward
130623,23,Mashonaland East,Murehwa,,1306,13,Old ward
130813,13,Mashonaland East,Seke,,1308,13,Old ward
130814,14,Mashonaland East,Seke,,1308,13,Old ward
130812,12,Mashonaland East,Seke,,1308,13,Old ward
130820,20,Mashonaland East,Seke,,1308,13,Old ward
110431,31,Manicaland,Makoni,,1104,11,Old ward
110112,12,Manicaland,Buhera,,1101,11,Old ward
110439,39,Manicaland,Makoni,,1104,11,New ward
110425,25,Manicaland,Makoni,,1104,11,Old ward
180416,16,Masvingo,Gutu,,1804,18,Old ward
110124,24,Manicaland,Buhera,,1101,11,Old ward
110437,37,Manicaland,Makoni,,1104,11,New ward
110121,21,Manicaland,Buhera,,1101,11,Old ward
110421,21,Manicaland,Makoni,,1104,11,Old ward
110419,19,Manicaland,Makoni,,1104,11,Old ward
180506,6,Masvingo,Masvingo,,1805,18,Old ward
182110,10,Masvingo,Masvingo Urban,,1821,18,New ward
180507,7,Masvingo,Masvingo,,1805,18,Old ward
182109,9,Masvingo,Masvingo Urban,,1821,18,New ward
140102,2,Mashonaland West,Chegutu,,1401,14,Old ward
140101,1,Mashonaland West,Chegutu,,1401,14,Old ward
110415,15,Manicaland,Makoni,,1104,11,Old ward
130101,1,Mashonaland East,Chikomba,,1301,13,Old ward
110118,18,Manicaland,Buhera,,1101,11,Old ward
110132,32,Manicaland,Buhera,,1101,11,Old ward
142701,1,Mashonaland West,Mhondoro-Ngezi,,1427,14,Old ward
102110,10,Bulawayo,Bulawayo,,1021,10,Old ward
110126,26,Manicaland,Buhera,,1101,11,Old ward
180120,20,Masvingo,Bikita,,1801,18,Old ward
180432,32,Masvingo,Gutu,,1804,18,Old ward
170102,2,Midlands,Chirumhanzu,,1701,17,Old ward
182108,8,Masvingo,Masvingo Urban,,1821,18,New ward
130113,13,Mashonaland East,Chikomba,,1301,13,Old ward
130108,8,Mashonaland East,Chikomba,,1301,13,Old ward
110529,29,Manicaland,Mutare,,1105,11,Old ward
110202,2,Manicaland,Chimanimani,,1102,11,Old ward
110201,1,Manicaland,Chimanimani,,1102,11,Old ward
130312,12,Mashonaland East,Hwedza,,1303,13,Old ward
110612,12,Manicaland,Mutasa,,1106,11,Old ward
110614,14,Manicaland,Mutasa,,1106,11,Old ward
110522,22,Manicaland,Mutare,,1105,11,Old ward
110123,23,Manicaland,Buhera,,1101,11,Old ward
110524,24,Manicaland,Mutare,,1105,11,Old ward
110530,30,Manicaland,Mutare,,1105,11,Old ward
182105,5,Masvingo,Masvingo Urban,,1821,18,New ward
182103,3,Masvingo,Masvingo Urban,,1821,18,New ward
110613,13,Manicaland,Mutasa,,1106,11,Old ward
130408,8,Mashonaland East,Marondera,,1304,13,Old ward
110726,26,Manicaland,Nyanga,,1107,11,Old ward
140106,6,Mashonaland West,Chegutu,,1401,14,Old ward
130314,14,Mashonaland East,Hwedza,,1303,13,Old ward
110420,20,Manicaland,Makoni,,1104,11,Old ward
182106,6,Masvingo,Masvingo Urban,,1821,18,New ward
180412,12,Masvingo,Gutu,,1804,18,Old ward
110119,19,Manicaland,Buhera,,1101,11,Old ward
180406,6,Masvingo,Gutu,,1804,18,Old ward
180407,7,Masvingo,Gutu,,1804,18,Old ward
130313,13,Mashonaland East,Hwedza,,1303,13,Old ward
110428,28,Manicaland,Makoni,,1104,11,Old ward
180405,5,Masvingo,Gutu,,1804,18,Old ward
150124,24,Matabeleland North,Binga,,1501,15,New ward
150106,6,Matabeleland North,Binga,,1501,15,Old ward
150105,5,Matabeleland North,Binga,,1501,15,Old ward
110412,12,Manicaland,Makoni,,1104,11,Old ward
140205,5,Mashonaland West,Hurungwe,,1402,14,Old ward
142610,10,Mashonaland West,Karoi,,1426,14,New ward
140501,1,Mashonaland West,Makonde,,1405,14,Old ward
140207,7,Mashonaland West,Hurungwe,,1402,14,Old ward
170106,6,Midlands,Chirumhanzu,,1701,17,Old ward
170309,9,Midlands,Gokwe South,,1703,17,Old ward
170204,4,Midlands,Gokwe North,,1702,17,Old ward
142609,9,Mashonaland West,Karoi,,1426,14,Old ward
140518,18,Mashonaland West,Makonde,,1405,14,Old ward
170222,22,Midlands,Gokwe North,,1702,17,Old ward
170214,14,Midlands,Gokwe North,,1702,17,Old ward
170215,15,Midlands,Gokwe North,,1702,17,Old ward
182101,1,Masvingo,Masvingo Urban,,1821,18,New ward
180124,24,Masvingo,Bikita,,1801,18,Old ward
110528,28,Manicaland,Mutare,,1105,11,Old ward
180401,1,Masvingo,Gutu,,1804,18,Old ward
110120,20,Manicaland,Buhera,,1101,11,Old ward
110122,22,Manicaland,Buhera,,1101,11,Old ward
110611,11,Manicaland,Mutasa,,1106,11,Old ward
110609,9,Manicaland,Mutasa,,1106,11,Old ward
110438,38,Manicaland,Makoni,,1104,11,New ward
142608,8,Mashonaland West,Karoi,,1426,14,Old ward
140620,20,Mashonaland West,Zvimba,,1406,14,Old ward
140619,19,Mashonaland West,Zvimba,,1406,14,Old ward
140633,33,Mashonaland West,Zvimba,,1406,14,New ward
130624,24,Mashonaland East,Murehwa,,1306,13,Old ward
130617,17,Mashonaland East,Murehwa,,1306,13,Old ward
130202,2,Mashonaland East,Goromonzi,,1302,13,Old ward
130201,1,Mashonaland East,Goromonzi,,1302,13,Old ward
140510,10,Mashonaland West,Makonde,,1405,14,Boundary adjusted
142816,16,Mashonaland West,Sanyati,,1428,14,New ward
170205,5,Midlands,Gokwe North,,1702,17,Old ward
170203,3,Midlands,Gokwe North,,1702,17,Old ward
140208,8,Mashonaland West,Hurungwe,,1402,14,Old ward
140204,4,Mashonaland West,Hurungwe,,1402,14,Old ward
140516,16,Mashonaland West,Makonde,,1405,14,Old ward
140508,8,Mashonaland West,Makonde,,1405,14,Old ward
120602,2,Mashonaland Central,Rushinga,,1206,12,Old ward
102129,29,Bulawayo,Bulawayo,,1021,10,Old ward
102114,14,Bulawayo,Bulawayo,,1021,10,Old ward
130621,21,Mashonaland East,Murehwa,,1306,13,Old ward
130604,4,Mashonaland East,Murehwa,,1306,13,Old ward
130603,3,Mashonaland East,Murehwa,,1306,13,Old ward
102108,8,Bulawayo,Bulawayo,,1021,10,Old ward
130204,4,Mashonaland East,Goromonzi,,1302,13,Old ward
130605,5,Mashonaland East,Murehwa,,1306,13,Old ward
130606,6,Mashonaland East,Murehwa,,1306,13,Old ward
130719,19,Mashonaland East,Mutoko,,1307,13,Old ward
130724,24,Mashonaland East,Mutoko,,1307,13,Old ward
130610,10,Mashonaland East,Murehwa,,1306,13,Old ward
130726,26,Mashonaland East,Mutoko,,1307,13,Old ward
130917,17,Mashonaland East,Uzumba Maramba Pfungwe,,1309,13,New ward
130916,16,Mashonaland East,Uzumba Maramba Pfungwe,,1309,13,New ward
120229,29,Mashonaland Central,Centenary,,1202,12,New ward
120321,21,Mashonaland Central,Guruve,,1203,12,New ward
130205,5,Mashonaland East,Goromonzi,,1302,13,Old ward
120419,19,Mashonaland Central,Mazowe,,1204,12,Old ward
120509,9,Mashonaland Central,Mount Darwin,,1205,12,Boundary adjusted
120517,17,Mashonaland Central,Mount Darwin,,1205,12,Old ward
120518,18,Mashonaland Central,Mount Darwin,,1205,12,Old ward
120608,8,Mashonaland Central,Rushinga,,1206,12,Old ward
120116,16,Mashonaland Central,Bindura,,1201,12,Old ward
120115,15,Mashonaland Central,Bindura,,1201,12,Old ward
120117,17,Mashonaland Central,Bindura,,1201,12,Old ward
120538,38,Mashonaland Central,Mount Darwin,,1205,12,New ward
120537,37,Mashonaland Central,Mount Darwin,,1205,12,New ward
120609,9,Mashonaland Central,Rushinga,,1206,12,Old ward
120434,34,Mashonaland Central,Mazowe,,1204,12,New ward
120423,23,Mashonaland Central,Mazowe,,1204,12,Old ward
120611,11,Mashonaland Central,Rushinga,,1206,12,Old ward
120610,10,Mashonaland Central,Rushinga,,1206,12,Old ward
140115,15,Mashonaland West,Chegutu,,1401,14,Old ward
140625,25,Mashonaland West,Zvimba,,1406,14,Old ward
120303,3,Mashonaland Central,Guruve,,1203,12,Old ward
120510,10,Mashonaland Central,Mount Darwin,,1205,12,Old ward
120515,15,Mashonaland Central,Mount Darwin,,1205,12,Old ward
110703,3,Manicaland,Nyanga,,1107,11,Old ward
110705,5,Manicaland,Nyanga,,1107,11,Old ward
130210,10,Mashonaland East,Goromonzi,,1302,13,Old ward
120617,17,Mashonaland Central,Rushinga,,1206,12,Old ward
120607,7,Mashonaland Central,Rushinga,,1206,12,Old ward
120426,26,Mashonaland Central,Mazowe,,1204,12,Boundary adjusted
120429,29,Mashonaland Central,Mazowe,,1204,12,Old ward
120530,30,Mashonaland Central,Mount Darwin,,1205,12,Old ward
120716,16,Mashonaland Central,Shamva,,1207,12,Boundary adjusted
120622,22,Mashonaland Central,Rushinga,,1206,12,New ward
160108,8,Matabeleland South,Beitbridge,,1601,16,Old ward
160114,14,Matabeleland South,Beitbridge,,1601,16,Old ward
102109,9,Bulawayo,Bulawayo,,1021,10,Old ward
170506,6,Midlands,Kwekwe,,1705,17,Old ward
170324,24,Midlands,Gokwe South,,1703,17,Old ward
120212,12,Mashonaland Central,Centenary,,1202,12,Boundary adjusted
120211,11,Mashonaland Central,Centenary,,1202,12,Boundary adjusted
120606,6,Mashonaland Central,Rushinga,,1206,12,Old ward
130618,18,Mashonaland East,Murehwa,,1306,13,Old ward
120512,12,Mashonaland Central,Mount Darwin,,1205,12,Boundary adjusted
130612,12,Mashonaland East,Murehwa,,1306,13,Old ward
120304,4,Mashonaland Central,Guruve,,1203,12,Old ward
120302,2,Mashonaland Central,Guruve,,1203,12,Old ward
130725,25,Mashonaland East,Mutoko,,1307,13,Old ward
120225,25,Mashonaland Central,Centenary,,1202,12,New ward
120216,16,Mashonaland Central,Centenary,,1202,12,Old ward
120519,19,Mashonaland Central,Mount Darwin,,1205,12,Old ward
120318,18,Mashonaland Central,Guruve,,1203,12,Boundary adjusted
102118,18,Bulawayo,Bulawayo,,1021,10,Old ward
150611,11,Matabeleland North,Tsholotsho,,1506,15,Old ward
130607,7,Mashonaland East,Murehwa,,1306,13,Old ward
130206,6,Mashonaland East,Goromonzi,,1302,13,Old ward
120536,36,Mashonaland Central,Mount Darwin,,1205,12,New ward
130211,11,Mashonaland East,Goromonzi,,1302,13,Old ward
130619,19,Mashonaland East,Murehwa,,1306,13,Old ward
120620,20,Mashonaland Central,Rushinga,,1206,12,New ward
120430,30,Mashonaland Central,Mazowe,,1204,12,New ward
120424,24,Mashonaland Central,Mazowe,,1204,12,Old ward
120431,31,Mashonaland Central,Mazowe,,1204,12,New ward
120314,14,Mashonaland Central,Guruve,,1203,12,Old ward
120301,1,Mashonaland Central,Guruve,,1203,12,Boundary adjusted
162203,3,Matabeleland South,Beitbridge Urban,,1622,16,New ward
160115,15,Matabeleland South,Beitbridge,,1601,16,New ward
162202,2,Matabeleland South,Beitbridge Urban,,1622,16,New ward
160416,16,Matabeleland South,Gwanda,,1604,16,Old ward
160109,9,Matabeleland South,Beitbridge,,1601,16,Old ward
160420,20,Matabeleland South,Gwanda,,1604,16,Old ward
162205,5,Matabeleland South,Beitbridge Urban,,1622,16,New ward
102117,17,Bulawayo,Bulawayo,,1021,10,Old ward
102119,19,Bulawayo,Bulawayo,,1021,10,Old ward
160424,24,Matabeleland South,Gwanda,,1604,16,New ward
162206,6,Matabeleland South,Beitbridge Urban,,1622,16,New ward
160105,5,Matabeleland South,Beitbridge,,1601,16,Old ward
162204,4,Matabeleland South,Beitbridge Urban,,1622,16,New ward
160619,19,Matabeleland South,Matobo,,1606,16,Old ward
150622,22,Matabeleland North,Tsholotsho,,1506,15,New ward
150606,6,Matabeleland North,Tsholotsho,,1506,15,Old ward
162201,1,Matabeleland South,Beitbridge Urban,,1622,16,New ward
180535,35,Masvingo,Masvingo,,1805,18,New ward
150616,16,Matabeleland North,Tsholotsho,,1506,15,Old ward
150614,14,Matabeleland North,Tsholotsho,,1506,15,Old ward
180210,10,Masvingo,Chiredzi,,1802,18,Old ward
180212,12,Masvingo,Chiredzi,,1802,18,Old ward
180211,11,Masvingo,Chiredzi,,1802,18,Old ward
170632,32,Midlands,Mberengwa,,1706,17,Old ward
160601,1,Matabeleland South,Matobo,,1606,16,Old ward
160411,11,Matabeleland South,Gwanda,,1604,16,Old ward
102116,16,Bulawayo,Bulawayo,,1021,10,Old ward
180213,13,Masvingo,Chiredzi,,1802,18,Old ward
160311,11,Matabeleland South,Mangwe,,1603,16,Old ward
160315,15,Matabeleland South,Mangwe,,1603,16,New ward
140311,11,Mashonaland West,Kadoma Urban,,1403,14,Old ward
140317,17,Mashonaland West,Kadoma Urban,,1403,14,New ward
160616,16,Matabeleland South,Matobo,,1606,16,Old ward
160617,17,Matabeleland South,Matobo,,1606,16,Old ward
160613,13,Matabeleland South,Matobo,,1606,16,Old ward
160621,21,Matabeleland South,Matobo,,1606,16,Old ward
160614,14,Matabeleland South,Matobo,,1606,16,Old ward
160621,21,Matabeleland South,Matobo,,1606,16,Old ward
160307,7,Matabeleland South,Mangwe,,1603,16,Old ward
160607,7,Matabeleland South,Matobo,,1606,16,Old ward
162110,10,Matabeleland South,Gwanda Urban,,1621,16,New ward
162102,2,Matabeleland South,Gwanda Urban,,1621,16,New ward
160606,6,Matabeleland South,Matobo,,1606,16,Old ward
160305,5,Matabeleland South,Mangwe,,1603,16,Old ward
160612,12,Matabeleland South,Matobo,,1606,16,Old ward
160611,11,Matabeleland South,Matobo,,1606,16,Old ward
160609,9,Matabeleland South,Matobo,,1606,16,Old ward
160608,8,Matabeleland South,Matobo,,1606,16,Old ward
182104,4,Masvingo,Masvingo Urban,,1821,18,New ward
162305,5,Matabeleland South,Plumtree,,1623,16,New ward
160312,12,Matabeleland South,Mangwe,,1603,16,Old ward
160618,18,Matabeleland South,Matobo,,1606,16,Old ward
160301,1,Matabeleland South,Mangwe,,1603,16,Old ward
160314,14,Matabeleland South,Mangwe,,1603,16,New ward
160303,3,Matabeleland South,Mangwe,,1603,16,Old ward
160603,3,Matabeleland South,Matobo,,1606,16,Old ward
162104,4,Matabeleland South,Gwanda Urban,,1621,16,New ward
170613,13,Midlands,Mberengwa,,1706,17,Old ward
160509,9,Matabeleland South,Insiza,,1605,16,Old ward
160711,11,Matabeleland South,Umzingwane,,1607,16,Old ward
160707,7,Matabeleland South,Umzingwane,,1607,16,New ward
160404,4,Matabeleland South,Gwanda,,1604,16,Old ward
160713,13,Matabeleland South,Umzingwane,,1607,16,Old ward
160710,10,Matabeleland South,Umzingwane,,1607,16,Old ward
182208,8,Masvingo,Chiredzi Urban,,1822,18,New ward
182205,5,Masvingo,Chiredzi Urban,,1822,18,New ward
182207,7,Masvingo,Chiredzi Urban,,1822,18,New ward
160402,2,Matabeleland South,Gwanda,,1604,16,Old ward
160421,21,Matabeleland South,Gwanda,,1604,16,Old ward
162105,5,Matabeleland South,Gwanda Urban,,1621,16,New ward
182206,6,Masvingo,Chiredzi Urban,,1822,18,New ward
142801,1,Mashonaland West,Sanyati,,1428,14,New ward
140315,15,Mashonaland West,Kadoma Urban,,1403,14,Old ward
160511,11,Matabeleland South,Insiza,,1605,16,Old ward
160506,6,Matabeleland South,Insiza,,1605,16,Old ward
160503,3,Matabeleland South,Insiza,,1605,16,Old ward
160401,1,Matabeleland South,Gwanda,,1604,16,Old ward
160410,10,Matabeleland South,Gwanda,,1604,16,Old ward
180618,18,Masvingo,Mwenezi,,1806,18,New ward
180614,14,Masvingo,Mwenezi,,1806,18,Old ward
110715,15,Manicaland,Nyanga,,1107,11,Old ward
160505,5,Matabeleland South,Insiza,,1605,16,Old ward
160512,12,Matabeleland South,Insiza,,1605,16,Old ward
162103,3,Matabeleland South,Gwanda Urban,,1621,16,New ward
160408,8,Matabeleland South,Gwanda,,1604,16,Old ward
162109,9,Matabeleland South,Gwanda Urban,,1621,16,New ward
162108,8,Matabeleland South,Gwanda Urban,,1621,16,New ward
160422,22,Matabeleland South,Gwanda,,1604,16,Old ward
162101,1,Matabeleland South,Gwanda Urban,,1621,16,New ward
160413,13,Matabeleland South,Gwanda,,1604,16,Old ward
160409,9,Matabeleland South,Gwanda,,1604,16,Old ward
170606,6,Midlands,Mberengwa,,1706,17,Old ward
170605,5,Midlands,Mberengwa,,1706,17,Old ward
110404,4,Manicaland,Makoni,,1104,11,Old ward
110402,2,Manicaland,Makoni,,1104,11,Old ward
160504,4,Matabeleland South,Insiza,,1605,16,Old ward
160502,2,Matabeleland South,Insiza,,1605,16,Old ward
160517,17,Matabeleland South,Insiza,,1605,16,Old ward
160403,3,Matabeleland South,Gwanda,,1604,16,Old ward
160516,16,Matabeleland South,Insiza,,1605,16,Old ward
180534,34,Masvingo,Masvingo,,1805,18,New ward
102111,11,Bulawayo,Bulawayo,,1021,10,Old ward
160501,1,Matabeleland South,Insiza,,1605,16,Old ward
160712,12,Matabeleland South,Umzingwane,,1607,16,Old ward
160405,5,Matabeleland South,Gwanda,,1604,16,Old ward
170635,35,Midlands,Mberengwa,,1706,17,New ward
160406,6,Matabeleland South,Gwanda,,1604,16,Old ward
160407,7,Matabeleland South,Gwanda,,1604,16,Old ward
160508,8,Matabeleland South,Insiza,,1605,16,Old ward
180322,22,Masvingo,Chivi,,1803,18,Old ward
180320,20,Masvingo,Chivi,,1803,18,Old ward
180323,23,Masvingo,Chivi,,1803,18,Old ward
180602,2,Masvingo,Mwenezi,,1806,18,Old ward
180606,6,Masvingo,Mwenezi,,1806,18,Old ward
180605,5,Masvingo,Mwenezi,,1806,18,Old ward
180601,1,Masvingo,Mwenezi,,1806,18,Old ward
180609,9,Masvingo,Mwenezi,,1806,18,Old ward
180611,11,Masvingo,Mwenezi,,1806,18,Old ward
180617,17,Masvingo,Mwenezi,,1806,18,New ward
170628,28,Midlands,Mberengwa,,1706,17,Old ward
